category,factor_name,selected,direction,direction_consistency,composite_score,n_windows_selected,total_windows,earliest_selected_window,meaning,source_file
Price-Volume,ROC10,False,1.0,1.0,0.2859,2,3,Window_2023,"【核心含义】
收益率 (Rate of Change)：过去10天的价格变动率。反映股票在10天内的动量或反转特性。

【运行原理】
基准定位：在设定的N天时间窗口中，精确定位到窗口最左侧（期初）的收盘价；
价格比对：获取窗口最右侧（当前）的最新收盘价；
变动换算：计算当前价格相对于期初价格的比值，或计算两者的差值后再除以期初价格；
动量输出：直接刻画该时间区间内整体的价格涨跌幅（动量效应），窗口逐日滑动，实时输出最新收益率。",price_volume_factors
Price-Volume,CORD5,False,-1.0,1.0,0.2744,2,3,Window_2024,"【核心含义】
量价收益率相关性 (Corr of Return/Volume)：过去5天价格收益率与成交量的相关系数。衡量上涨是否伴随放量。

【运行原理】
变化率提取：在设定时间窗口内，分别计算出每日的“价格收益率”(当日收盘/昨日收盘) 和“对数成交量变化率”(Log(当日成交量/昨日成交量+1))；
序列配对：将这两个时间序列组成配对样本；
相关性计算：计算这两个序列在N天内的皮尔逊(Pearson)相关系数；
量价剖析：结果介于-1到1之间，正值代表量价齐升/缩量下跌，负值代表放量下跌/缩量上涨，用于洞察资金推动价格的真实效率。",price_volume_factors
Price-Volume,Alpha112,False,-1.0,1.0,0.2682,2,3,Window_2023,"【原始公式】
(SUM((CLOSE-DELAY(CLOSE,1)>0?CLOSE-DELAY(CLOSE,1):0),12)-SUM((CLOSE-DELAY(CLOSE,1)\<0?ABS(CLOS E-DELAY(CLOSE,1)):0),12))/(SUM((CLOSE-DELAY(CLOSE,1)>0?CLOSE-DELAY(CLOSE,1):0),12)+SUM((CLOSE-DE LAY(CLOSE,1)\<0?ABS(CLOSE-DELAY(CLOSE,1)):0),12))*100

【核心含义】
国泰君安191因子体系中的 Alpha112 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,SUMN30,False,1.0,1.0,0.2669,2,3,Window_2023,"【核心含义】
负收益绝对值占比 (Sum Negative)：过去30天中所有负收益之和占总绝对收益的比例。反映空头砸盘的绝对力量。

【运行原理】
空头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出下跌交易日（今日收盘<昨日收盘）的下跌绝对点数；
空头动能累加：将这N天内的所有下跌点数进行求和；
基准归一化：将空头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
空方势能评估：结果在0到1之间，数值越大说明区间内空头杀跌的力度在总波动中占据绝对主导。",price_volume_factors
Price-Volume,Alpha139,True,1.0,1.0,0.2594,2,3,Window_2023,"【原始公式】
(-1*CORR(OPEN,VOLUME,10))

【核心含义】
国泰君安191因子体系中的 Alpha139 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,VSTD5,True,-1.0,1.0,0.2459,2,3,Window_2024,"【核心含义】
成交量波动率 (Volume STD)：过去5天成交量的相对标准差。衡量交投活跃度的稳定性。

【运行原理】
量能波动提取：在N天的滑动窗口内，计算每日成交量序列的标准差(Std)，衡量资金参与热度的极热极冷切换频率；
波动归一化：将计算出的成交量绝对标准差除以当前的最新成交量；
筹码稳定性刻画：数值越大，说明近期时而极度缩量时而放出天量，筹码极不稳定；数值越小，说明每日成交量均匀平稳，资金运作有条短不紊。",price_volume_factors
Price-Volume,QTLD10,False,1.0,1.0,0.2408,2,3,Window_2024,"【核心含义】
区间下分位数 (Quantile Down)：过去10天价格的20%分位数相对当前价格的比值。类似布林带下轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
低位分位提取：提取位于 20% 分位点(0.2)的收盘价，作为该区间的“稳健支撑位”（剔除了极端的单日最低价干扰）；
归一化处理：将该20%分位价格除以当前的最新收盘价；
下行空间评估：用于衡量当前价格距离近期筹码低位密集区的距离，评估向下回调的潜在缓冲空间。",price_volume_factors
Price-Volume,VMA60,True,1.0,1.0,0.2392,2,3,Window_2024,"【核心含义】
成交量移动平均 (Volume MA)：过去60天的成交量移动平均相对当前成交量的比值。反映成交量的近期均值回归状态。

【运行原理】
成交量聚合：在设定的N天时间窗口内，收集每一天的成交量(volume)；
均量计算：对窗口内的所有成交量求简单算术平均数(Mean)，得到该周期的平均换手水平；
放缩量换算：将计算出的移动平均成交量除以当前的最新成交量（分母加极小值防报错）；
量能异动评估：结果若远小于1，说明当日剧烈放量；若大于1，说明当日缩量。用于判断当前交投活跃度相较于历史均值的异动情况。",price_volume_factors
Price-Volume,CNTP30,False,-1.0,1.0,0.2378,2,3,Window_2023,"【核心含义】
上涨天数占比 (Count Positive)：过去30天中收益率为正的天数占比。反映多头占据优势的交易日频率。

【运行原理】
涨势识别：逐日对比过去N天收盘价与前一交易日收盘价，提取出“当日收盘价 > 前日收盘价”的阳线（上涨日）并标记为1，其余为0；
概率统计：对该布尔序列在时间窗口内求均值，得出上涨交易日所占的百分比；
情绪刻画：数值越接近1，表明区间内股票连涨天数越多，市场处于强势的多头逼空状态或极度乐观情绪中。",price_volume_factors
Price-Volume,VSUMN30,True,1.0,1.0,0.2344,2,3,Window_2023,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去30天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors
Price-Volume,Alpha4,False,,,0.4339,0,3,,"【原始公式】
((((SUM(CLOSE,8)/8)+STD(CLOSE,8))<(SUM(CLOSE,2)/2))?(-1*1):(((SUM(CLOSE,2)/2)<((SUM(CLOSE,8)/8)-STD(CLOSE,8)))?1:(((1<(VOLUME/MEAN(VOLUME,20)))||((VOLUME/MEAN(VOLUME,20))==1))?1:(-1*1))))

【核心含义】
国泰君安191因子体系中的 Alpha4 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,BETA60,False,,,0.3615,1,3,Window_2024,"【核心含义】
价格趋势斜率 (Beta/Slope)：过去60天价格序列对时间的线性回归斜率。代表价格的上涨或下跌趋势强度。

【运行原理】
数据读取：按设定的时间窗口（如5天）提取标的资产的每日收盘价序列；
线性拟合：将时间序列作为自变量，收盘价作为因变量，进行普通最小二乘法(OLS)线性回归；
斜率提取：获取该回归方程的斜率(Slope)，代表资产价格随时间的平均绝对增长率；
价格归一化：将提取出的斜率值除以当前的最新收盘价，将绝对变化率转化为无量纲的相对变化率，以消除不同高低价股位带来的尺度差异。",price_volume_factors
Price-Volume,Alpha132,False,,,0.3583,1,3,Window_2025,"【原始公式】
MEAN(AMOUNT,20)

【核心含义】
国泰君安191因子体系中的 Alpha132 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha106,False,,,0.349,1,3,Window_2023,"【原始公式】
CLOSE-DELAY(CLOSE,20)

【核心含义】
国泰君安191因子体系中的 Alpha106 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,CNTP60,False,,,0.3116,1,3,Window_2024,"【核心含义】
上涨天数占比 (Count Positive)：过去60天中收益率为正的天数占比。反映多头占据优势的交易日频率。

【运行原理】
涨势识别：逐日对比过去N天收盘价与前一交易日收盘价，提取出“当日收盘价 > 前日收盘价”的阳线（上涨日）并标记为1，其余为0；
概率统计：对该布尔序列在时间窗口内求均值，得出上涨交易日所占的百分比；
情绪刻画：数值越接近1，表明区间内股票连涨天数越多，市场处于强势的多头逼空状态或极度乐观情绪中。",price_volume_factors
Price-Volume,RSV60,False,,,0.2611,1,3,Window_2024,"【核心含义】
未成熟随机值 (Raw Stochastic Value)：KDJ指标的计算基础，(当前价-最低价)/(最高价-最低价)，反映当前价格在过去60天极值区间的相对强弱。

【运行原理】
极值扫描：在N天滑动窗口内，同时找出全局最高价(Max)和全局最低价(Min)，确定该区间的绝对波动范围；
相对位置计算：计算当前最新收盘价减去全局最低价的差额；
KD基石换算：将该差额除以总波动范围（最高价-最低价），得到未成熟随机值(RSV)；
超买超卖界定：结果在0到1之间，直观标定当前价格处于近期波动箱体的什么水位（如0.8以上为超买区，0.2以下为超卖区）。",price_volume_factors
Price-Volume,Alpha118,False,,,0.2607,1,3,Window_2025,"【原始公式】
SUM(HIGH-OPEN,20)/SUM(OPEN-LOW,20)*100

【核心含义】
国泰君安191因子体系中的 Alpha118 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha38,False,,,0.2377,0,3,,"【原始公式】
(((SUM(HIGH,20)/20)<HIGH)?(-1*DELTA(HIGH,2)):0)

【核心含义】
国泰君安191因子体系中的 Alpha38 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,IMIN20,False,,,0.225,0,3,,"【核心含义】
最低价距离天数 (Index of Min)：过去20天中最低价发生在那一天。反映低点的时效性。

【运行原理】
极值寻址：在N天滑动窗口内，扫描每日最低价，定位到最小值出现的那一天；
索引提取：获取该最小值距离窗口起始位置的时间索引(IdxMin)；
时间归一化：将索引值除以窗口总长度N，转换为0到1之间的相对时间比例；
见底时间评估：数值越大说明近期刚刚创出新低，抛压仍在释放；数值越小说明低点发生在窗口初期，目前可能已企稳反弹。",price_volume_factors
Price-Volume,BETA10,False,,,0.2227,1,3,Window_2023,"【核心含义】
价格趋势斜率 (Beta/Slope)：过去10天价格序列对时间的线性回归斜率。代表价格的上涨或下跌趋势强度。

【运行原理】
数据读取：按设定的时间窗口（如5天）提取标的资产的每日收盘价序列；
线性拟合：将时间序列作为自变量，收盘价作为因变量，进行普通最小二乘法(OLS)线性回归；
斜率提取：获取该回归方程的斜率(Slope)，代表资产价格随时间的平均绝对增长率；
价格归一化：将提取出的斜率值除以当前的最新收盘价，将绝对变化率转化为无量纲的相对变化率，以消除不同高低价股位带来的尺度差异。",price_volume_factors
Price-Volume,Alpha14,False,,,0.2179,1,3,Window_2023,"【原始公式】
CLOSE-DELAY(CLOSE,5)

【核心含义】
国泰君安191因子体系中的 Alpha14 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,CORR60,False,,,0.2095,1,3,Window_2023,"【核心含义】
量价相关性 (Correlation)：过去60天价格与成交量的相关系数。反映'量增价涨'或'量缩价跌'等量价配合关系的紧密程度。

【运行原理】
序列提取：在设定的N天滑动窗口内，同步截取每日的收盘价序列与成交量序列；
相关性计算：直接对这两个原始绝对值序列计算皮尔逊相关系数(Pearson Correlation)；
状态输出：生成-1到1之间的系数，无需去均值或对数化，用于最直观地评估当前区间内价格高低与成交量大小之间的线性同步程度。",price_volume_factors
Price-Volume,Alpha126,False,,,0.2058,0,3,,"【原始公式】
(CLOSE+HIGH+LOW)/3

【核心含义】
国泰君安191因子体系中的 Alpha126 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,IMAX5,False,,,0.2009,1,3,Window_2024,"【核心含义】
最高价距离天数 (Index of Max)：过去5天中最高价发生在那一天（距离当前的倒数天数）。反映高点的时效性。

【运行原理】
极值寻址：在设定的N天时间窗口内，扫描每日的最高价，定位到最大值出现的那一天；
索引提取：获取该最大值所在天数距离当前窗口起始点的索引位置(IdxMax)；
时间归一化：将该位置索引除以窗口总长度N；
动能衰减评估：结果越接近1，说明创出新高的时间越近（近期动能强）；越接近0，说明高点在窗口早期，当前处于长期回调中。",price_volume_factors
Price-Volume,Alpha80,False,,,0.1958,1,3,Window_2024,"【原始公式】
(VOLUME-DELAY(VOLUME,5))/DELAY(VOLUME,5)*100

【核心含义】
国泰君安191因子体系中的 Alpha80 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha97,False,,,0.1949,1,3,Window_2024,"【原始公式】
STD(VOLUME,10)

【核心含义】
国泰君安191因子体系中的 Alpha97 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,QTLD5,False,,,0.1946,1,3,Window_2024,"【核心含义】
区间下分位数 (Quantile Down)：过去5天价格的20%分位数相对当前价格的比值。类似布林带下轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
低位分位提取：提取位于 20% 分位点(0.2)的收盘价，作为该区间的“稳健支撑位”（剔除了极端的单日最低价干扰）；
归一化处理：将该20%分位价格除以当前的最新收盘价；
下行空间评估：用于衡量当前价格距离近期筹码低位密集区的距离，评估向下回调的潜在缓冲空间。",price_volume_factors
Price-Volume,VSUMN20,False,,,0.1931,1,3,Window_2023,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去20天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors
Price-Volume,Alpha3,False,,,0.1916,1,3,Window_2023,"【原始公式】
SUM((CLOSE=DELAY(CLOSE,1)?0:CLOSE-(CLOSE>DELAY(CLOSE,1)?MIN(LOW,DELAY(CLOSE,1)):MAX(HIGH,DELAY(CLOSE,1)))),6)

【核心含义】
国泰君安191因子体系中的 Alpha3 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha58,False,,,0.1889,0,3,,"【原始公式】
COUNT(CLOSE>DELAY(CLOSE,1),20)/20*100

【核心含义】
国泰君安191因子体系中的 Alpha58 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,RANK30,False,,,0.1854,1,3,Window_2023,"【核心含义】
价格相对排位 (Rank)：当前价格在过去30天价格中的百分比排位。反映当前处于近期波动区间的什么水平。

【运行原理】
数据收集：在N天的滑动窗口内，收集每日的收盘价；
截面排序：将当前的最新收盘价与窗口内历史所有收盘价进行大小比对；
分位数换算：计算当前价格在历史序列中所处的百分比排名(Rank)；
相对强弱定性：结果在0到1之间，1表示当前创出新高，0表示创出新低，用于判断当前价格在近期波动区间内的相对身位。",price_volume_factors
Price-Volume,QTLU30,False,,,0.176,1,3,Window_2023,"【核心含义】
区间上分位数 (Quantile Up)：过去30天价格的80%分位数相对当前价格的比值。类似布林带上轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
高位分位提取：提取位于 80% 分位点(0.8)的收盘价，作为该区间的“稳健压力位”（剔除了极端的单日最高价干扰）；
归一化处理：将该80%分位价格除以当前的最新收盘价；
上行阻力评估：衡量当前价格距离近期筹码高位密集区的距离，评估向上突破需要克服的阻力大小。",price_volume_factors
Price-Volume,VSTD60,False,,,0.1752,0,3,,"【核心含义】
成交量波动率 (Volume STD)：过去60天成交量的相对标准差。衡量交投活跃度的稳定性。

【运行原理】
量能波动提取：在N天的滑动窗口内，计算每日成交量序列的标准差(Std)，衡量资金参与热度的极热极冷切换频率；
波动归一化：将计算出的成交量绝对标准差除以当前的最新成交量；
筹码稳定性刻画：数值越大，说明近期时而极度缩量时而放出天量，筹码极不稳定；数值越小，说明每日成交量均匀平稳，资金运作有条短不紊。",price_volume_factors
Price-Volume,IMIN10,False,,,0.173,1,3,Window_2025,"【核心含义】
最低价距离天数 (Index of Min)：过去10天中最低价发生在那一天。反映低点的时效性。

【运行原理】
极值寻址：在N天滑动窗口内，扫描每日最低价，定位到最小值出现的那一天；
索引提取：获取该最小值距离窗口起始位置的时间索引(IdxMin)；
时间归一化：将索引值除以窗口总长度N，转换为0到1之间的相对时间比例；
见底时间评估：数值越大说明近期刚刚创出新低，抛压仍在释放；数值越小说明低点发生在窗口初期，目前可能已企稳反弹。",price_volume_factors
Price-Volume,RSQR30,False,,,0.1718,1,3,Window_2025,"【核心含义】
价格趋势决定系数 (R-square)：过去30天价格线性回归的R平方。衡量价格趋势的线性度（平滑度），值越大说明趋势越稳定。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：进行普通最小二乘法(OLS)线性回归；
判定系数计算：计算回归模型的决定系数 R-squared (R²)，即因变量的方差中可由自变量（时间趋势）解释的比例；
趋势平稳度评估：R² 越接近1，说明价格沿直线涨跌的趋势越平稳、噪音越小；越接近0，说明走势杂乱无章、震荡剧烈。",price_volume_factors
Price-Volume,Alpha128,False,,,0.17,0,3,,"【原始公式】
100-(100/(1+SUM(((HIGH+LOW+CLOSE)/3>DELAY((HIGH+LOW+CLOSE)/3,1)?(HIGH+LOW+CLOSE)/3*VOLUM E:0),14)/SUM(((HIGH+LOW+CLOSE)/3\

【核心含义】
国泰君安191因子体系中的 Alpha128 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,IMAX10,False,,,0.1699,0,3,,"【核心含义】
最高价距离天数 (Index of Max)：过去10天中最高价发生在那一天（距离当前的倒数天数）。反映高点的时效性。

【运行原理】
极值寻址：在设定的N天时间窗口内，扫描每日的最高价，定位到最大值出现的那一天；
索引提取：获取该最大值所在天数距离当前窗口起始点的索引位置(IdxMax)；
时间归一化：将该位置索引除以窗口总长度N；
动能衰减评估：结果越接近1，说明创出新高的时间越近（近期动能强）；越接近0，说明高点在窗口早期，当前处于长期回调中。",price_volume_factors
Price-Volume,Alpha86,False,,,0.1695,0,3,,"【原始公式】
((0.25<(((DELAY(CLOSE,20)-DELAY(CLOSE,10))/10)-((DELAY(CLOSE,10)-CLOSE)/10)))?(-1*1):(((((DELAY(CLOSE,20)-DELAY(CLOSE,10))/10)-((DELAY(CLOSE,10)-CLOSE)/10))\<0)?1:((-1*1)*(CLOSE-DELAY(CLOSE,1)))))

【核心含义】
国泰君安191因子体系中的 Alpha86 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,RESI60,False,,,0.1689,1,3,Window_2025,"【核心含义】
价格趋势残差 (Residual)：过去60天价格线性回归的残差相对值。衡量价格偏离其线性趋势的程度，反映短期超买或超卖。

【运行原理】
数据准备：以时间序列（1到N）作为自变量，N天内的收盘价作为因变量；
线性拟合：对这两组数据进行普通最小二乘法(OLS)线性回归，得到一条代表整体趋势的最佳拟合直线；
残差提取：计算当前最新收盘价与该拟合直线在当天的预测值之间的差值（残差 Resi）；
残差归一化：将残差除以当前的收盘价；
异动捕捉：过滤掉线性的平稳趋势后，剩下的残差反映了价格的非线性突变或异常波动（超买/超卖程度）。",price_volume_factors
Price-Volume,VSUMN60,False,,,0.163,1,3,Window_2024,"【核心含义】
缩量绝对值占比 (Volume Sum Negative)：过去60天中成交量减少部分的绝对量占比。

【运行原理】
杀跌量剥离：在N天窗口内，专门筛选出股价下跌当天的成交量变化量（若比前一日缩量则取差值，具体视公式而定）；
空头量能累加：将符合条件的下跌量能进行加总；
总基准归一化：将总的空头量能除以这N天内所有的成交量绝对变化之和；
恐慌抛盘评估：数值越大，说明该区间内的波动主要由恐慌性的放量杀跌所主导。",price_volume_factors
Price-Volume,MAX20,False,,,0.1622,0,3,,"【核心含义】
区间最高价相对值 (Max)：过去20天的最高价相对当前价格的比值。反映当前价格距离前期高点的距离（阻力位）。

【运行原理】
极值扫描：在设定的N天滑动窗口内，遍历每一天的最高价；
峰值提取：找出这N天中的全局最高价(Max)；
压力位归一化：将提取出的历史最高价除以当前的最新收盘价；
破顶距离刻画：数值反映了当前价格距离近期前高的空间。数值越接近1，说明越有突破前高的可能；数值越大，说明距离前高越远，处于深幅回调中。",price_volume_factors
Price-Volume,MIN20,False,,,0.1613,1,3,Window_2024,"【核心含义】
区间最低价相对值 (Min)：过去20天的最低价相对当前价格的比值。反映当前价格距离前期低点的距离（支撑位）。

【运行原理】
极值扫描：在设定的N天滑动窗口内，遍历每一天的最低价；
谷值提取：找出这N天中的全局最低价(Min)，即近期的支撑位；
支撑位归一化：将提取出的历史最低价除以当前的最新收盘价；
破底距离刻画：数值反映了当前价格距离近期前低的空间。数值越接近1，说明面临破位风险；数值越小（离1越远），说明已经大幅反弹脱离底部。",price_volume_factors
Price-Volume,MA60,False,,,0.1578,1,3,Window_2023,"【核心含义】
移动平均 (Moving Average)：过去60天的价格移动平均相对当前价格的比值。反映短期均线乖离率，常用于均线回归或趋势判断。

【运行原理】
窗口聚合：在设定的N天时间窗口内，收集每一天的收盘价；
均值计算：对窗口内的所有收盘价求简单算术平均数(Mean)，得到该周期的移动平均线点位；
乖离率换算：将计算出的移动平均值除以当前的最新收盘价；
偏离度评估：结果大于1代表价格跌破均线（超卖或下行），小于1代表价格在均线上方（超买或上行），反映了短期价格相对均值中枢的偏离状态。",price_volume_factors
Price-Volume,CNTN60,False,,,0.1552,0,3,,"【核心含义】
下跌天数占比 (Count Negative)：过去60天中收益率为负的天数占比。反映空头占据优势的交易日频率。

【运行原理】
跌势识别：逐日对比过去N天的收盘价与前一交易日收盘价，仅对“当日收盘价 < 前日收盘价”的交易日进行布尔标记（True为1，False为0）；
概率统计：在滑动窗口内对布尔序列求均值，计算出该区间内阴线（下跌日）出现的相对比例；
情绪刻画：数值越接近1，说明该区间内股票几乎每天都在下跌，反映出极强的空头压制与市场悲观情绪。",price_volume_factors
Price-Volume,RSV30,False,,,0.1534,0,3,,"【核心含义】
未成熟随机值 (Raw Stochastic Value)：KDJ指标的计算基础，(当前价-最低价)/(最高价-最低价)，反映当前价格在过去30天极值区间的相对强弱。

【运行原理】
极值扫描：在N天滑动窗口内，同时找出全局最高价(Max)和全局最低价(Min)，确定该区间的绝对波动范围；
相对位置计算：计算当前最新收盘价减去全局最低价的差额；
KD基石换算：将该差额除以总波动范围（最高价-最低价），得到未成熟随机值(RSV)；
超买超卖界定：结果在0到1之间，直观标定当前价格处于近期波动箱体的什么水位（如0.8以上为超买区，0.2以下为超卖区）。",price_volume_factors
Price-Volume,QTLD20,False,,,0.1509,1,3,Window_2023,"【核心含义】
区间下分位数 (Quantile Down)：过去20天价格的20%分位数相对当前价格的比值。类似布林带下轨概念。

【运行原理】
分位数排序：在设定的N天时间窗口内，将所有交易日的收盘价从小到大进行排列；
低位分位提取：提取位于 20% 分位点(0.2)的收盘价，作为该区间的“稳健支撑位”（剔除了极端的单日最低价干扰）；
归一化处理：将该20%分位价格除以当前的最新收盘价；
下行空间评估：用于衡量当前价格距离近期筹码低位密集区的距离，评估向下回调的潜在缓冲空间。",price_volume_factors
Price-Volume,VSUMP60,False,,,0.1489,1,3,Window_2023,"【核心含义】
放量绝对值占比 (Volume Sum Positive)：过去60天中成交量增加部分的绝对量占比。

【运行原理】
追涨量剥离：在N天窗口内，专门筛选出股价上涨当天的成交量变化量；
多头量能累加：将符合条件的追涨量能进行加总；
总基准归一化：将总的多头量能除以这N天内所有的成交量绝对变化之和；
资金抢筹评估：数值越大，说明该区间内的波动主要由资金积极入场抢筹的放量上涨所主导，是判断底部建仓或主升浪的重要依据。",price_volume_factors
Price-Volume,Alpha168,False,,,0.1471,1,3,Window_2023,"【原始公式】
(-1*VOLUME/MEAN(VOLUME,20))

【核心含义】
国泰君安191因子体系中的 Alpha168 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,VSUMD60,False,,,0.1464,1,3,Window_2025,"【核心含义】
放缩量净差占比 (Volume Sum Difference)：过去60天成交量增加与减少部分的净差占比。

【运行原理】
量能多空拆解：在N天窗口内，根据当日股价的涨跌，将成交量变化拆分为“伴随上涨的增量”与“伴随下跌的增量”；
量能轧差：计算上涨增量总和与下跌增量总和的差值，得到资金追涨杀跌的“净量能”；
总基准归一化：将净量能除以这N天内所有成交量绝对变化的整体和；
资金净推力：正值代表放量上涨的良性推力，负值代表放量下跌的恶性砸盘，用于甄别资金的真实意图。",price_volume_factors
Price-Volume,Alpha75,False,,,0.146,0,3,,"【原始公式】
BANCHMARKINDEXCLOSE<BANCHMARKINDEXOPEN,50)/COUNT(BANCHMARKINDEXCLOSE<BANCHMARKIN DEXOPEN,50)

【核心含义】
国泰君安191因子体系中的 Alpha75 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha145,False,,,0.1444,0,3,,"【原始公式】
(MEAN(VOLUME,9)-MEAN(VOLUME,26))/MEAN(VOLUME,12)*100

【核心含义】
国泰君安191因子体系中的 Alpha145 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,SUMP30,False,,,0.1417,1,3,Window_2025,"【核心含义】
正收益绝对值占比 (Sum Positive)：过去30天中所有正收益之和占总绝对收益的比例。反映多头拉升的绝对力量（类似RSI的核心思想）。

【运行原理】
多头剥离：在N天的滑动窗口内，逐日比对收盘价，仅提取出上涨交易日（今日收盘>昨日收盘）的上涨绝对点数；
多头动能累加：将这N天内的所有上涨点数进行求和；
基准归一化：将多头总动能除以这N天内所有价格变化（无论涨跌）的绝对值总和；
多方势能评估：结果在0到1之间，本质上是经典的相对强弱指标(RSI)的计算内核，反映多头在整体波动中的支配地位。",price_volume_factors
Price-Volume,IMXD10,False,,,0.1412,0,3,,"【核心含义】
高低点极值距离 (Index Distance)：过去10天内最高价和最低价发生天数的差值。反映趋势的运行节奏和周期。

【运行原理】
高点寻址：在N天窗口内找到最高价所在的时间索引(IdxMax)；
低点寻址：在同一窗口内找到最低价所在的时间索引(IdxMin)；
时差计算：将高点索引减去低点索引，得出极值点之间的时间跨度；
跨度归一化：将时间跨度除以窗口长度N；
趋势形态判定：正值表示“先见底后见顶”（上升趋势），负值表示“先见顶后见底”（下降趋势），绝对值大小代表趋势持续的时间跨度。",price_volume_factors
Price-Volume,VSTD10,False,,,0.1398,1,3,Window_2025,"【核心含义】
成交量波动率 (Volume STD)：过去10天成交量的相对标准差。衡量交投活跃度的稳定性。

【运行原理】
量能波动提取：在N天的滑动窗口内，计算每日成交量序列的标准差(Std)，衡量资金参与热度的极热极冷切换频率；
波动归一化：将计算出的成交量绝对标准差除以当前的最新成交量；
筹码稳定性刻画：数值越大，说明近期时而极度缩量时而放出天量，筹码极不稳定；数值越小，说明每日成交量均匀平稳，资金运作有条短不紊。",price_volume_factors
Price-Volume,Alpha29,False,,,0.1377,0,3,,"【原始公式】
(CLOSE-DELAY(CLOSE,6))/DELAY(CLOSE,6)*VOLUME

【核心含义】
国泰君安191因子体系中的 Alpha29 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha76,False,,,0.1358,0,3,,"【原始公式】
STD(ABS((CLOSE/DELAY(CLOSE,1)-1))/VOLUME,20)/MEAN(ABS((CLOSE/DELAY(CLOSE,1)-1))/VOLUME,20)

【核心含义】
国泰君安191因子体系中的 Alpha76 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,IMIN5,False,,,0.1357,0,3,,"【核心含义】
最低价距离天数 (Index of Min)：过去5天中最低价发生在那一天。反映低点的时效性。

【运行原理】
极值寻址：在N天滑动窗口内，扫描每日最低价，定位到最小值出现的那一天；
索引提取：获取该最小值距离窗口起始位置的时间索引(IdxMin)；
时间归一化：将索引值除以窗口总长度N，转换为0到1之间的相对时间比例；
见底时间评估：数值越大说明近期刚刚创出新低，抛压仍在释放；数值越小说明低点发生在窗口初期，目前可能已企稳反弹。",price_volume_factors
Price-Volume,Alpha15,False,,,0.1341,1,3,Window_2025,"【原始公式】
OPEN/DELAY(CLOSE,1)-1

【核心含义】
国泰君安191因子体系中的 Alpha15 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
Price-Volume,Alpha95,False,,,0.1334,0,3,,"【原始公式】
STD(AMOUNT,20)

【核心含义】
国泰君安191因子体系中的 Alpha95 因子。具体业务含义参考原始研报公式解析。",price_volume_factors
